2026-01-19 19:22:21 | INFO | merge_cycles | Starting full NHANES merge pipeline
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded INS_H.parquet with 3329 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQFAM_H.parquet with 10175 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQRTU_H.parquet with 6979 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQSHS_H.parquet with 10175 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQ_H.parquet with 7168 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TCHOL_H.parquet with 8291 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TRIGLY_H.parquet with 3329 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Merged cycle dataset shape: (10175, 23)
2026-01-19 19:22:21 | INFO | merge_cycles | Processing cycle: 2015-2016
2026-01-19 19:22:21 | INFO | merge_cycles | Starting merge for cycle folder: ./data/cleaned/2015-2016
2026-01-19 19:22:21 | INFO | merge_cycles | Found 17 cleaned files
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded ALB_CR_I.parquet with 8608 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded BIOPRO_I.parquet with 6744 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded BMX_I.parquet with 9544 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded BPX_I.parquet with 9544 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded DEMO_I.parquet with 9971 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded DIQ_I.parquet with 9575 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded DR1TOT_I.parquet with 9544 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded GHB_I.parquet with 6744 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded GLU_I.parquet with 3191 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded HDL_I.parquet with 8021 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded INS_I.parquet with 3191 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQFAM_I.parquet with 9971 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQRTU_I.parquet with 6744 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQSHS_I.parquet with 9971 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQ_I.parquet with 7001 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TCHOL_I.parquet with 8021 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TRIGLY_I.parquet with 3191 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Merged cycle dataset shape: (9971, 23)
2026-01-19 19:22:21 | INFO | merge_cycles | Processing cycle: 2017-2020
2026-01-19 19:22:21 | INFO | merge_cycles | Starting merge for cycle folder: ./data/cleaned/2017-2020
2026-01-19 19:22:21 | INFO | merge_cycles | Found 16 cleaned files
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_ALB_CR.parquet with 13027 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_BIOPRO.parquet with 10409 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_BMX.parquet with 14300 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_BPXO.parquet with 11656 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_DEMO.parquet with 15560 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_DIQ.parquet with 14986 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_DR1TOT.parquet with 14300 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_GHB.parquet with 10409 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_GLU.parquet with 5090 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_HDL.parquet with 12198 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_SMQ.parquet with 11137 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_SMQFAM.parquet with 15560 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_SMQRTU.parquet with 10409 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_SMQSHS.parquet with 15560 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_TCHOL.parquet with 12198 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded P_TRIGLY.parquet with 5090 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Merged cycle dataset shape: (15560, 18)
2026-01-19 19:22:21 | INFO | merge_cycles | Processing cycle: 2021-2022
2026-01-19 19:22:21 | INFO | merge_cycles | Starting merge for cycle folder: ./data/cleaned/2021-2022
2026-01-19 19:22:21 | INFO | merge_cycles | Found 14 cleaned files
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded ALB_CR_L.parquet with 8493 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded BMX_L.parquet with 8860 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded BPXO_L.parquet with 7801 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded DIQ_L.parquet with 11744 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded DR1TOT_L.parquet with 8860 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded GHB_L.parquet with 7199 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded GLU_L.parquet with 3996 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded HDL_L.parquet with 8068 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded INS_L.parquet with 3996 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQFAM_L.parquet with 11933 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQRTU_L.parquet with 7199 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded SMQ_L.parquet with 9015 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TCHOL_L.parquet with 8068 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Loaded TRIGLY_L.parquet with 3996 rows
2026-01-19 19:22:21 | INFO | merge_cycles | Merged cycle dataset shape: (11933, 14)
2026-01-19 19:22:21 | INFO | merge_cycles | Final dataset shape: (57395, 24)
2026-01-19 19:22:21 | INFO | merge_cycles | Final dataset saved to: ./data/final/nhanes_diabetes.parquet
